flight_id,flight_no,city_depart,city_arrive,scheduled_departure,scheduled_arrival,fl_month,flight_minute,model,class_available,seat_available,ticket_no,class_occupied,seat_occupied,ticket_price
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,19B,5435171733   ,Economy,19B,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,16B,5435171734   ,Economy,16B,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,7F,5435171735   ,Economy,7F,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,12C,5435171736   ,Economy,12C,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,6D,5435171737   ,Economy,6D,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,17E,5435171738   ,Economy,17E,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,6E,5435171739   ,Economy,6E,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,21A,5435171740   ,Economy,21A,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,13D,5435171741   ,Economy,13D,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,6A,5435171742   ,Economy,6A,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,5D,5435171743   ,Economy,5D,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,8E,5435171744   ,Economy,8E,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,20F,5435171745   ,Economy,20F,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,9F,5435171746   ,Economy,9F,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,23E,5435171747   ,Economy,23E,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,23D,5435171748   ,Economy,23D,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,11A,5435171749   ,Economy,11A,13400.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,17D,5435171750   ,Economy,17D,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,18F,5435171751   ,Economy,18F,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,4B,5435171752   ,Economy,4B,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,4C,5435171753   ,Economy,4C,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,17C,5435171754   ,Economy,17C,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,11D,5435171755   ,Economy,11D,13400.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,8D,5435171756   ,Economy,8D,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,13F,5435171757   ,Economy,13F,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,20A,5435171758   ,Economy,20A,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,5F,5435171759   ,Economy,5F,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,23A,5435171760   ,Economy,23A,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,6F,5435171761   ,Economy,6F,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,22F,5435489556   ,Economy,22F,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,22D,5435489557   ,Economy,22D,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,10B,5435722678   ,Economy,10B,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,23F,5435722679   ,Economy,23F,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,16C,5435722680   ,Economy,16C,12200.00
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,5A,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,14C,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,7B,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,19D,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,17A,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,16E,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,22C,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,11B,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,17F,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,7D,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,11F,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,18C,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,22A,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,18D,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,9E,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,12B,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,23B,,,,
136345,PG0252,Anapa,Moscow,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,1.0,100.0,Boeing 737-300,Economy,5B,,,,
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,1F,5432333840   ,Business,1F,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,2D,5432351242   ,Business,2D,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,2A,5432351383   ,Business,2A,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,1D,5432351442   ,Business,1D,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,3F,5432351453   ,Business,3F,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,3D,5432351497   ,Business,3D,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,2F,5434147649   ,Business,2F,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,1A,5435172211   ,Business,1A,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,2C,5435172226   ,Business,2C,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,3C,5435172234   ,Business,3C,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,1C,5435172235   ,Business,1C,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Business,3A,5435172236   ,Business,3A,36600.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,13B,5432052203   ,Economy,13B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,22D,5432052204   ,Economy,22D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,18B,5432052205   ,Economy,18B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,5F,5432052206   ,Economy,5F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,18F,5432333744   ,Economy,18F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,12E,5432333749   ,Economy,12E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,20C,5432333783   ,Economy,20C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,18D,5432333787   ,Economy,18D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,23C,5432333790   ,Economy,23C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,17F,5432333791   ,Economy,17F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,13C,5432333792   ,Economy,13C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,16D,5432333805   ,Economy,16D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,13A,5432333837   ,Economy,13A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,5C,5432333838   ,Economy,5C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,17C,5432333839   ,Economy,17C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,22A,5432333853   ,Economy,22A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,15B,5432333854   ,Economy,15B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,7B,5432351251   ,Economy,7B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,14F,5432351284   ,Economy,14F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,12F,5432351301   ,Economy,12F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,8B,5432351324   ,Economy,8B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,21A,5432351329   ,Economy,21A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,10C,5432351345   ,Economy,10C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,17B,5432351347   ,Economy,17B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,6C,5432351348   ,Economy,6C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,11D,5432351367   ,Economy,11D,13400.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,12B,5432351381   ,Economy,12B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,21E,5432351382   ,Economy,21E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,6E,5432351384   ,Economy,6E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,17D,5432351385   ,Economy,17D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,7F,5432351387   ,Economy,7F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,15D,5432351388   ,Economy,15D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,9E,5432351391   ,Economy,9E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,13E,5432351392   ,Economy,13E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,21C,5432351395   ,Economy,21C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,18C,5432351399   ,Economy,18C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,22B,5432351419   ,Economy,22B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,19C,5432351420   ,Economy,19C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,20A,5432351428   ,Economy,20A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,15A,5432351437   ,Economy,15A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,4B,5432351438   ,Economy,4B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,14D,5432351443   ,Economy,14D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,20D,5432351449   ,Economy,20D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,21B,5432351450   ,Economy,21B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,8C,5432351452   ,Economy,8C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,14E,5432351456   ,Economy,14E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,16B,5432351457   ,Economy,16B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,7C,5432351462   ,Economy,7C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,16C,5432351463   ,Economy,16C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,9F,5432351483   ,Economy,9F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,14C,5432351484   ,Economy,14C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,6D,5432351496   ,Economy,6D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,7E,5432351534   ,Economy,7E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,4C,5432351551   ,Economy,4C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,5E,5432351553   ,Economy,5E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,11F,5432351554   ,Economy,11F,13400.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,23D,5432351612   ,Economy,23D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,16E,5432351618   ,Economy,16E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,13F,5432351627   ,Economy,13F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,19F,5432351628   ,Economy,19F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,6F,5432351656   ,Economy,6F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,10B,5432351682   ,Economy,10B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,7A,5432362802   ,Economy,7A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,8A,5432362805   ,Economy,8A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,23B,5432362806   ,Economy,23B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,12C,5432362807   ,Economy,12C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,5A,5434147642   ,Economy,5A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,22F,5434147643   ,Economy,22F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,17A,5434147644   ,Economy,17A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,23E,5434147645   ,Economy,23E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,20B,5434147646   ,Economy,20B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,16F,5434147647   ,Economy,16F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,13D,5434147648   ,Economy,13D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,23F,5434147650   ,Economy,23F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,11E,5434147651   ,Economy,11E,13400.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,9C,5434147652   ,Economy,9C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,12D,5434147653   ,Economy,12D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,9D,5434147654   ,Economy,9D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,4E,5434147655   ,Economy,4E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,12A,5435172209   ,Economy,12A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,15C,5435172210   ,Economy,15C,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,15E,5435172212   ,Economy,15E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,20F,5435172213   ,Economy,20F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,21F,5435172214   ,Economy,21F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,6B,5435172215   ,Economy,6B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,18A,5435172216   ,Economy,18A,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,15F,5435172217   ,Economy,15F,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,8E,5435172218   ,Economy,8E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,19E,5435172219   ,Economy,19E,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,14B,5435172220   ,Economy,14B,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,8D,5435172221   ,Economy,8D,12200.00
136348,PG0252,Anapa,Moscow,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2.0,100.0,Boeing 737-300,Economy,11C,5435172222   ,Economy,11C,13400.00
